pincode,locality,district,state,lat,lng,office_count
403103,Tarvalem,South Goa,Goa,15.499417,73.832389,2
403104,Mandur,North Goa,Goa,15.443972,73.920750,2
403105,Velguem,North Goa,Goa,15.478083,74.060361,2
403106,Sant Estevam,North Goa,Goa,15.533861,73.951083,1
403107,Amona,South Goa,Goa,15.510056,73.960889,5
403108,Siridao,North Goa,Goa,15.443028,73.881194,2
403109,N B Verem,North Goa,Goa,15.501500,73.804417,1
403110,Carambolim,North Goa,Goa,15.499917,73.933083,2
403114,Nerul,North Goa,Goa,15.508000,73.809361,3
403115,Cundaim,South Goa,Goa,15.464750,73.971694,2
403201,Bambolim Camp,North Goa,Goa,15.473028,73.870222,1
403202,Bambolim Complex,North Goa,Goa,15.464306,73.858028,1
403203,Pilar,North Goa,Goa,15.499417,73.832389,1
403204,St. Lourence,North Goa,Goa,15.426361,73.898889,1
403206,Goa University,North Goa,Goa,15.457444,73.834889,1
403401,Agapur Adpoi,South Goa,Goa,15.403208,74.004097,13
403402,Velha goa,North Goa,Goa,15.501556,73.913194,1
403403,Malar,North Goa,Goa,15.527611,73.903889,2
403404,Marcaim,South Goa,Goa,15.442472,73.974250,3
403406,Candepar,South Goa,Goa,15.418778,74.079806,6
403409,Betora I.E.,South Goa,Goa,15.385556,74.031444,1
403410,Mollem,South Goa,Goa,15.337583,74.242861,3
403501,Porvorim,North Goa,Goa,15.549972,73.818083,1
403502,Sirsaim,North Goa,Goa,15.623028,73.855806,2
403503,Advalpal,North Goa,Goa,15.619528,73.903167,8
403504,Mauliguem,North Goa,Goa,15.589528,73.946278,4
403505,Carapur,North Goa,Goa,15.562306,74.010306,9
403506,Birondem,North Goa,Goa,15.530667,74.138083,10
403507,Assagao,North Goa,Goa,15.595056,73.809667,8
403508,Corjuem,North Goa,Goa,15.589417,73.874333,3
403509,Caisua,North Goa,Goa,15.583472,73.747472,2
403510,Canca,North Goa,Goa,15.573944,73.793611,2
403511,Sangolda,North Goa,Goa,15.546528,73.789028,3
403512,Agarwada,North Goa,Goa,15.716472,73.797694,14
403513,Dhargalim,North Goa,Goa,15.645056,73.836417,6
403515,Saipem,North Goa,Goa,15.518583,73.767722,2
403516,Arpora,North Goa,Goa,15.543361,73.767056,3
403517,Oxel,North Goa,Goa,15.631139,73.764167,2
403521,Alto Betim,North Goa,Goa,15.528833,73.827139,3
403523,Calvim,North Goa,Goa,15.578056,73.875278,3
403524,Querim,North Goa,Goa,15.687556,73.711611,3
403526,Tivim Ie,North Goa,Goa,15.614056,73.824333,1
403527,Mandrem,North Goa,Goa,15.662444,73.726667,1
403529,Bicholim Industrial Estate,North Goa,Goa,15.582639,73.954667,1
403530,Advoi,North Goa,Goa,15.548972,74.064944,4
403601,Margao,South Goa,Goa,15.272750,73.964625,4
403602,Fatorda,South Goa,Goa,15.290917,73.965111,1
403701,Assolna,South Goa,Goa,15.180583,73.971528,1
403702,Agonda,South Goa,Goa,15.007056,74.049389,9
403703,Balli,South Goa,Goa,15.178389,73.997722,7
403704,Bati,South Goa,Goa,15.227528,74.152944,8
403705,Avedem,South Goa,Goa,15.213639,74.070778,6
403706,Cacora,South Goa,Goa,15.260750,74.107528,5
403707,Davorlim,South Goa,Goa,15.257917,73.966083,3
403708,Seraulim,South Goa,Goa,15.279111,73.923167,3
403709,Macazana,South Goa,Goa,15.272583,74.018597,3
403710,Sancoale,South Goa,Goa,15.395028,73.915167,3
403711,Chicalim,South Goa,Goa,15.397861,73.848750,1
403712,Cansaulim,South Goa,Goa,15.344917,73.898444,1
403713,Betalbhatim,South Goa,Goa,15.313444,73.921556,4
403714,Assolda,South Goa,Goa,15.260639,74.041889,3
403715,Chinchinim,South Goa,Goa,15.209997,73.977720,1
403716,Benaulim,South Goa,Goa,15.258861,73.930972,1
403717,Carmona,South Goa,Goa,15.206333,73.950806,1
403718,Camurlim,South Goa,Goa,15.340861,73.983500,2
403719,Sem rachol Soso,South Goa,Goa,15.309472,74.001056,1
403720,Raia,South Goa,Goa,15.313861,73.986028,1
403721,Varca,South Goa,Goa,15.231917,73.942472,1
403722,Verna,South Goa,Goa,15.349583,73.930972,1
403723,Ambelim,South Goa,Goa,15.165806,73.972833,4
403724,Orlim,South Goa,Goa,15.220278,73.950889,1
403725,Dramapur,South Goa,Goa,15.233583,73.991139,1
403726,Zuarinagar,South Goa,Goa,15.375389,73.880056,1
403728,Loliem Polem,South Goa,Goa,14.960611,74.055389,2
403729,Navelim Camp,South Goa,Goa,15.258139,73.985500,1
403731,Cavelossim,South Goa,Goa,15.186944,73.947278,1
403801,A.P.Dabolim,South Goa,Goa,15.385194,73.839014,2
403802,Mangor Hill,South Goa,Goa,15.396889,73.817611,5
403803,Mormugao,South Goa,Goa,15.412639,73.790389,1
403804,Sada,South Goa,Goa,15.408222,73.788917,1
403806,Bogmalo,South Goa,Goa,15.370139,73.837667,1
410101,Borgaon,Raigad,Maharashtra,19.040000,73.278722,10
410102,Matheran,Raigad,Maharashtra,18.985389,73.270778,1
410201,Ambivali,Raigad,Maharashtra,18.910000,73.320000,26
410202,Savroli,Raigad,Maharashtra,18.819259,73.285192,2
410203,Donwat,Raigad,Maharashtra,18.814778,73.303514,6
410204,Khopoli Power House,Raigad,Maharashtra,18.776500,73.353389,1
410205,Atone,Raigad,Maharashtra,18.576539,73.254025,22
410206,Panvel,Raigad,Maharashtra,18.960000,73.110389,27
410207,Apta,Raigad,Maharashtra,18.960000,73.110000,3
410208,Devichapada,Raigad,Maharashtra,19.042296,73.094345,8
410209,KAMOTHE,Raigad,Maharashtra,19.016000,73.096000,1
410210,Kharghar,Raigad,Maharashtra,19.013500,73.171056,1
410216,Jagdish Nagar,Raigad,Maharashtra,18.804389,73.342528,1
410218,Kalamboli Node,Raigad,Maharashtra,19.026722,73.104806,1
410220,Mazgaon,Raigad,Maharashtra,18.360000,72.930000,3
410221,Ajivali,Raigad,Maharashtra,18.981181,73.115000,8
410222,Mohopada,Raigad,Maharashtra,18.896833,73.184639,1
410301,Khandala,Pune,Maharashtra,18.524300,72.382800,1
410302,R P T S Khandala,Pune,Maharashtra,18.203300,76.202400,1
410401,Ambavane,Pune,Maharashtra,18.619355,73.369950,4
410402,Kurwande,Pune,Maharashtra,18.753840,73.389784,2
410403,Kaivalyadham,Pune,Maharashtra,18.524300,73.382600,1
410405,Karanjgaon,Pune,Maharashtra,18.753343,73.540640,8
410406,Shivali,Pune,Maharashtra,18.681045,73.519850,2
410501,Ambethan,Pune,Maharashtra,18.739566,73.862583,17
410502,Amboli,Pune,Maharashtra,19.209286,73.828987,23
410503,Chandoli BK,Pune,Maharashtra,19.014882,73.932328,6
410504,Hivare BK,Pune,Maharashtra,19.110450,73.987500,13
410505,Amboli,Pune,Maharashtra,18.850516,73.875720,21
410506,Adhale BK,Pune,Maharashtra,18.756285,73.513757,9
410507,Ambale,Pune,Maharashtra,18.756281,73.675111,7
410508,Dhamani,Pune,Maharashtra,18.878611,73.271667,1
410509,Adivare,Pune,Maharashtra,19.112324,73.656565,14
410510,Savindane,Pune,Maharashtra,18.877614,74.091315,3
410511,Kuran,Pune,Maharashtra,19.178670,73.922937,2
410512,Karegaon,Pune,Maharashtra,18.949945,73.897769,5
410513,Bibi,Pune,Maharashtra,18.829046,73.652043,4
410515,Chas,Pune,Maharashtra,18.892874,73.857739,4
410516,Gangapur KH,Pune,Maharashtra,17.469375,74.088733,2
411001,Pune,Pune,Maharashtra,18.511528,73.878250,8
411002,Pune City,Pune,Maharashtra,18.515017,73.856778,5
411003,Ammunition Factory Khadki,Pune,Maharashtra,18.520470,73.868528,5
411004,A.R. Shala,Pune,Maharashtra,18.513028,73.837389,3
411005,Shivajinagar,Pune,Maharashtra,18.525361,73.850389,4
411006,Yerwada,Pune,Maharashtra,18.555431,73.889958,2
411007,Aundh T.S.,Pune,Maharashtra,18.552558,73.820093,2
411008,Baner Road,Pune,Maharashtra,18.542875,73.819125,2
411009,Parvati,Pune,Maharashtra,18.495361,73.856264,2
411011,Kasba Peth,Pune,Maharashtra,18.520302,73.863230,3
411012,Dapodi,Pune,Maharashtra,18.581208,73.832319,2
411013,Hadpsar I.E.,Pune,Maharashtra,18.507778,73.391722,1
411014,9 DRD,Pune,Maharashtra,18.555736,73.659028,4
411015,Dhanori,Pune,Maharashtra,18.127792,73.936569,3
411016,Govt. Polytechnic,Pune,Maharashtra,18.531750,73.832583,3
411017,Kalewadi,Pune,Maharashtra,18.616917,73.706111,3
411018,Masulkar Colony,Pune,Maharashtra,18.632500,73.813194,3
411019,Chinchwad East,Pune,Maharashtra,18.654292,73.797486,2
411020,Botanical Garden,Pune,Maharashtra,18.558898,73.834185,2
411021,Bavdhan,Pune,Maharashtra,18.536729,73.795056,3
411022,Srpf,Pune,Maharashtra,18.502056,73.908500,1
411023,Kudje,Pune,Maharashtra,18.469355,73.777944,5
411024,Khadakwasla R.S.,Pune,Maharashtra,18.445222,73.785806,1
411025,Donje,Pune,Maharashtra,18.383859,73.716387,6
411026,Bhosari I.E.,Pune,Maharashtra,18.577610,73.569939,2
411027,Aundh Camp,Pune,Maharashtra,18.576639,73.811972,2
411028,Gondhale Nagar,Pune,Maharashtra,18.498194,73.930819,3
411030,Lokmanyanagar,Pune,Maharashtra,18.514023,73.849486,6
411031,C M E,Pune,Maharashtra,18.520470,73.300211,1
411032,Airport,Pune,Maharashtra,18.520470,73.300211,3
411033,Jambe,Pune,Maharashtra,18.520470,73.300211,5
411034,Kasarwadi,Pune,Maharashtra,18.604000,73.826111,1
411035,Akurdi,Pune,Maharashtra,18.653889,73.781417,1
411036,Mundhva,Pune,Maharashtra,18.532169,73.928880,2
411037,Bibvewadi,Pune,Maharashtra,18.520470,73.861417,4
411038,Bhusari Colony,Pune,Maharashtra,18.509333,73.814611,3
411039,Bhosarigoan,Pune,Maharashtra,18.620333,73.848222,1
411040,Wanowarie,Pune,Maharashtra,18.513194,73.849417,1
411041,Sinhgad Technical Education Society,Pune,Maharashtra,18.483097,73.834347,2
411042,Bhavani Peth,Pune,Maharashtra,18.501417,73.861417,5
411043,Dhankawadi,Pune,Maharashtra,18.465361,73.855111,1
411044,P.C.N.T.,Pune,Maharashtra,18.658889,73.750278,2
411045,Baner,Pune,Maharashtra,18.569950,73.766150,2
411046,Ambegaon BK,Pune,Maharashtra,18.447839,73.855554,2
411047,Vadgaon Shinde,Pune,Maharashtra,18.616539,73.942772,2
411048,Kondhwa BK,Pune,Maharashtra,18.520470,73.300211,4
411051,Anandnagar,Pune,Maharashtra,18.520470,73.300211,1
411052,Karvenagar,Pune,Maharashtra,18.491042,73.823181,2
411057,Marunji,Pune,Maharashtra,24.799088,73.894704,4
411058,Warje,Pune,Maharashtra,18.475806,73.797667,1
411060,Mohamadwadi,Pune,Maharashtra,18.520470,73.300211,1
411061,Pimple Gurav,Pune,Maharashtra,18.520470,73.300211,1
411062,Talawade,Pune,Maharashtra,18.665889,73.778424,3
411067,Aundh,Pune,Maharashtra,18.563398,73.812891,1
411068,Nanded,Pune,Maharashtra,18.457955,73.791910,1
411069,Baner DSO,Pune,Maharashtra,18.562400,73.786800,1
412101,Kiwale,Pune,Maharashtra,18.681028,73.736833,6
412102,Gulunche,Pune,Maharashtra,18.124077,74.223435,4
412103,Korhale BK,Pune,Maharashtra,18.329652,74.344214,4
412104,Gurholi,Pune,Maharashtra,18.373768,74.157700,9
412105,Charoli BK,Pune,Maharashtra,18.673105,73.907191,7
412106,Bhoyare,Pune,Maharashtra,18.742010,73.540311,8
412107,Kadve,Pune,Maharashtra,18.381139,73.623474,10
412108,Belawade,Pune,Maharashtra,18.528142,73.534842,12
412109,Sadumbre,Pune,Maharashtra,18.737008,73.759967,2
412110,Kolwadi,Pune,Maharashtra,18.541738,74.025228,3
412112,Dasve Lavasa,Pune,Maharashtra,18.520278,73.856667,1
412115,Ambarvet,Pune,Maharashtra,18.503050,73.688639,13
412201,Alandi Chorachi,Pune,Maharashtra,18.484378,74.040722,4
412202,Bori Aindi,Pune,Maharashtra,18.503000,74.157700,7
412203,Bet Narayan Maharaj,Pune,Maharashtra,18.509465,74.376341,11
412204,Babhurdi,Pune,Maharashtra,18.329900,74.407688,4
412205,Alande,Pune,Maharashtra,18.290357,73.870207,22
412206,Ambade,Pune,Maharashtra,18.145824,73.842976,38
412207,Ashtapur,Pune,Maharashtra,18.463064,74.134265,9
412208,Burunjwadi,Pune,Maharashtra,18.662639,74.144783,12
412209,Bhamburde,Pune,Maharashtra,18.725814,74.188582,7
412210,Chinchani Camp,Pune,Maharashtra,18.748796,74.379267,8
412211,Alegaon,Pune,Maharashtra,18.660400,74.384650,11
412212,Antroli,Pune,Maharashtra,18.306240,73.660500,5
412213,Ambavane,Pune,Maharashtra,18.248905,73.837350,19
412214,Bhandgaon,Pune,Maharashtra,18.497333,74.263871,8
412215,Kadethan,Pune,Maharashtra,18.960237,74.407727,2
412216,Fulgaon,Pune,Maharashtra,18.619150,74.068198,6
412218,Amdabad,Pune,Maharashtra,18.844032,74.225203,6
412219,Kangaon,Pune,Maharashtra,18.434382,74.467355,5
412220,Karegaon,Pune,Maharashtra,18.650000,74.150000,3
412301,Bhivadi,Pune,Maharashtra,18.342450,74.027550,17
412303,Belsar,Pune,Maharashtra,18.287427,74.160719,12
412304,Murti Modhave,Pune,Maharashtra,18.274903,74.315475,2
412305,Daundaj,Pune,Maharashtra,18.213450,74.118118,7
412306,Hol,Pune,Maharashtra,18.105279,74.305229,5
412307,Manjari BK,Pune,Maharashtra,18.479770,73.930917,2
412308,Uruli Devachi,Pune,Maharashtra,18.456311,73.977126,3
412311,Dawanewadi,Pune,Maharashtra,18.231271,74.039737,6
412312,Tondal,Pune,Maharashtra,18.395409,73.262689,2
412401,Gunjalwadi,Pune,Maharashtra,18.367700,73.773950,5
412402,Avhat,Pune,Maharashtra,18.840507,73.907187,9
412403,Dhamari,Pune,Maharashtra,18.828685,74.060027,3
412404,Audar,Pune,Maharashtra,18.930962,73.786022,7
412405,Gawadewadi,Pune,Maharashtra,18.697435,73.655556,2
412406,Lakhangaon,Pune,Maharashtra,18.922156,74.031100,4
412408,Amondi,Pune,Maharashtra,19.067448,73.805643,5
412409,Chilewadi,Pune,Maharashtra,19.271616,73.931215,14
412410,Ane,Pune,Maharashtra,19.080718,74.153356,5
412411,Alephata,Pune,Maharashtra,19.149925,74.097568,5
412412,Kandali,Pune,Maharashtra,18.520470,74.020418,5
412801,Javale,Satara,Maharashtra,18.134013,73.960176,6
412802,Ahire,Satara,Maharashtra,18.085153,74.074435,11
412803,Abhepuri,Satara,Maharashtra,17.964178,73.876255,29
412804,Kanur,Satara,Maharashtra,17.960503,74.387808,2
412805,Asia Plato,Satara,Maharashtra,17.935169,73.812100,6
412806,Ahir,Satara,Maharashtra,17.914120,73.633481,21
413001,Solapur,Solapur,Maharashtra,17.670333,75.898250,4
413002,Arali,Solapur,Maharashtra,17.683150,75.895000,21
413003,Gurunanak Nagar,Solapur,Maharashtra,17.664235,75.901431,3
413004,Indiranagar,Solapur,Maharashtra,17.573319,75.675681,2
413005,Daji Peth,Solapur,Maharashtra,17.677639,75.917806,3
413006,Kardehalli,Solapur,Maharashtra,17.670944,75.936361,5
413007,Solapur City,Solapur,Maharashtra,19.162778,77.306056,1
413008,Aurad,Solapur,Maharashtra,17.511949,75.894051,8
413101,Bagechiwadi,Solapur,Maharashtra,17.887409,75.030599,6
413102,Baramati,Pune,Maharashtra,18.150010,74.576095,21
413103,Bhandgaon,Pune,Maharashtra,17.973163,74.983407,8
413104,Belawadi,Pune,Maharashtra,18.113071,74.702248,11
413105,Kalas,Pune,Maharashtra,18.463062,74.784000,5
413106,Bijawadi,Pune,Maharashtra,18.115770,75.027220,7
413107,Islampur,Solapur,Maharashtra,17.806984,74.874835,5
413108,Tambave,Solapur,Maharashtra,17.847180,75.139790,2
413109,Dahigaon,Solapur,Maharashtra,17.932114,74.705676,13
413110,Dhakale,Pune,Maharashtra,18.150012,74.583288,7
413111,Bhamburdi,Solapur,Maharashtra,17.871639,74.840444,5
413112,Borgaon,Solapur,Maharashtra,17.836019,75.142863,8
413113,Bondle,Solapur,Maharashtra,17.797126,75.045113,8
413114,Anthurne,Pune,Maharashtra,18.049976,74.906419,11
413115,Malegaon IRR Colony,Pune,Maharashtra,18.000552,74.601819,2
413116,Khandaj,Pune,Maharashtra,18.300988,74.188353,2
413118,Yeshwantnagar,Solapur,Maharashtra,17.515167,75.446667,1
413120,Ghotondi,Pune,Maharashtra,18.113070,75.026953,5
413130,Chincholi,Pune,Maharashtra,18.247155,74.684686,9
413132,Agoti,Pune,Maharashtra,18.209940,74.926930,5
413133,Katfal,Pune,Maharashtra,18.178917,74.606528,3
413201,Arangaon,Ahmednagar,Maharashtra,18.727333,75.310000,10
413202,Bhalvani,Solapur,Maharashtra,18.252527,75.163129,18
413203,Anjandoh,Solapur,Maharashtra,18.379492,75.190183,23
413204,Dighol,Ahmednagar,Maharashtra,18.665000,75.530000,6
413205,Bavi,Ahmednagar,Maharashtra,18.580000,75.270000,9
413206,Sogaon,Solapur,Maharashtra,18.279741,75.065976,3
413207,Chikhali,Beed,Maharashtra,18.955616,75.319717,6
413208,Akulgaon,Solapur,Maharashtra,18.080640,75.414351,12
413209,Anjangaon Umate,Solapur,Maharashtra,18.033966,75.546593,9
413210,Dahiwali,Solapur,Maharashtra,18.259060,75.264296,5
413211,Akole,Solapur,Maharashtra,17.952220,75.267385,9
413212,Adhegaon,Solapur,Maharashtra,17.899568,75.546119,2
413213,Dhokbabhulgaon,Solapur,Maharashtra,17.810389,75.643662,16
413214,Anjangaon Khilobache,Solapur,Maharashtra,17.897200,75.579600,7
413215,Aherwadi,Solapur,Maharashtra,17.557300,75.958050,5
413216,Bagehalli,Solapur,Maharashtra,17.520603,76.200702,17
413217,Nagore,Solapur,Maharashtra,17.520602,76.200705,3
413218,Badole BK,Solapur,Maharashtra,18.106830,75.777470,7
413219,Ankalge,Solapur,Maharashtra,17.520604,76.200702,8
413220,Babalad,Solapur,Maharashtra,17.520604,76.200704,5
413221,Antroli,Solapur,Maharashtra,17.476270,75.752584,11
413222,Akolekati,Solapur,Maharashtra,17.696996,75.853750,14
413223,Bhogewadi,Solapur,Maharashtra,18.173581,75.264677,4
413224,Kumathe,Solapur,Maharashtra,17.687158,75.932294,4
413226,Barhanpur,Solapur,Maharashtra,17.520607,76.200701,8
413227,Gaudgaon,Solapur,Maharashtra,17.451977,76.177200,6
413228,Achegaon,Solapur,Maharashtra,17.596320,76.084044,6
413229,Dongarkinhi,Beed,Maharashtra,18.943471,75.446489,6
413248,Aundhi,Solapur,Maharashtra,17.806142,75.641100,7
413249,Arvi,Beed,Maharashtra,19.061219,75.415535,10
413250,Ridhore,Solapur,Maharashtra,18.109573,75.495389,3
413251,Ghoti,Solapur,Maharashtra,18.277596,75.314706,5
413252,Barloni,Solapur,Maharashtra,18.175659,75.414078,4
413253,Ankoli,Solapur,Maharashtra,17.806144,75.641099,7
413255,Bale,Solapur,Maharashtra,18.106830,75.777470,7
413301,Aran,Solapur,Maharashtra,17.931866,75.364065,3
413302,Bardi,Solapur,Maharashtra,17.892278,75.314979,4
413303,Ashti,Solapur,Maharashtra,17.515167,75.446667,1
413304,Pandharpur,Solapur,Maharashtra,17.709084,75.395124,33
413305,Andhalgaon,Solapur,Maharashtra,17.495191,75.446667,13
413306,Achakdani,Solapur,Maharashtra,17.607813,75.075716,11
413307,Akola Wasud,Solapur,Maharashtra,17.405468,75.141603,17
413308,Ajnale,Solapur,Maharashtra,17.391495,75.071336,5
413309,Alegaon,Solapur,Maharashtra,17.298073,75.225296,10
413310,Bhalwani,Solapur,Maharashtra,17.674922,75.081826,7
413314,Gaudwadi,Solapur,Maharashtra,17.312884,75.039358,3
413315,Hole,Solapur,Maharashtra,17.766780,75.230332,4
413317,Bohali,Solapur,Maharashtra,17.540056,75.262490,9
413319,Bhalvani,Solapur,Maharashtra,17.427218,75.544011,8
413322,Hunnur,Solapur,Maharashtra,17.346821,75.404538,6
413324,Deodi,Solapur,Maharashtra,18.278050,75.076270,5
413401,Bhatambre,Solapur,Maharashtra,18.198550,75.682010,25
413402,Dhamangaon,Solapur,Maharashtra,18.083560,75.850240,5
413403,Bavi,Solapur,Maharashtra,18.454550,75.900500,5
413404,Chikharde,Solapur,Maharashtra,18.643870,75.764300,9
413405,Chorakhali,Osmanabad,Maharashtra,18.186072,76.041935,6
413406,Bhalgaon,Solapur,Maharashtra,18.470610,75.478550,6
413409,Babhulgaon,Solapur,Maharashtra,18.343210,75.719050,7
413410,Degaon,Solapur,Maharashtra,18.020000,75.639350,3
413411,K.V.Nagar Barshi,Solapur,Maharashtra,17.515167,75.446667,1
413412,Dahitane,Solapur,Maharashtra,17.935000,75.297400,5
413501,Osmanabad,Osmanabad,Maharashtra,18.318340,76.308229,4
413502,Antargaon,Osmanabad,Maharashtra,18.289428,75.437999,15
413503,Dasmegaon,Osmanabad,Maharashtra,18.227900,76.056700,9
413504,Antarwali,Osmanabad,Maharashtra,18.449512,75.675819,20
413505,Ambhi,Osmanabad,Maharashtra,18.227900,76.056700,12
413506,Bamni,Osmanabad,Maharashtra,18.186072,76.041935,7
413507,Andora,Osmanabad,Maharashtra,18.571699,76.017708,21
413508,Deolali,Osmanabad,Maharashtra,18.278691,76.053624,7
413509,Arani,Osmanabad,Maharashtra,18.192589,76.055226,13
413510,Naigaon,Osmanabad,Maharashtra,18.397685,76.580966,5
413511,Bheta,Latur,Maharashtra,18.509648,76.845720,17
413512,Latur,Latur,Maharashtra,18.426469,76.573632,5
413513,Anjansonda,Latur,Maharashtra,17.956900,76.649510,8
413514,Chera,Latur,Maharashtra,18.825902,74.379260,11
413515,Ganga Hipparga,Latur,Maharashtra,18.700008,76.933292,8
413516,Chincholi Tapse,Latur,Maharashtra,18.073145,76.593236,12
413517,Awalkonda,Latur,Maharashtra,18.371050,77.134958,31
413518,Gudsur,Latur,Maharashtra,18.393384,77.112650,8
413519,Bolegaon,Latur,Maharashtra,18.262107,77.082343,17
413520,Almala,Latur,Maharashtra,18.250006,76.499994,21
413521,Abulga BK,Latur,Maharashtra,18.128653,76.750328,19
413522,Borsuri,Latur,Maharashtra,18.115836,76.752844,12
413523,Andori,Latur,Maharashtra,18.700007,76.933293,7
413524,Atola,Latur,Maharashtra,18.418900,76.841900,8
413525,Bavi,Osmanabad,Maharashtra,18.571706,76.017701,11
413526,Girwali,Osmanabad,Maharashtra,18.460327,75.657496,5
413527,Bhokrama,Latur,Maharashtra,18.106830,75.777470,13
413528,Awad Shirpura,Osmanabad,Maharashtra,18.571708,76.017699,6
413529,Janwal,Latur,Maharashtra,18.095750,76.262700,5
413530,Ambegaon Masalga,Latur,Maharashtra,18.115835,76.752845,6
413531,Babhalgaon,Latur,Maharashtra,18.377950,76.502650,30
413532,Atnoor,Latur,Maharashtra,18.106830,75.777470,11
413534,Ghatpimpri,Osmanabad,Maharashtra,18.624505,75.600436,5
413544,Ajni,Latur,Maharashtra,18.825903,74.379259,11
413581,Ashta,Latur,Maharashtra,18.418900,76.841900,5
413582,Alani,Osmanabad,Maharashtra,18.191025,76.033251,30
413601,Apsinga,Osmanabad,Maharashtra,18.019985,76.065476,20
413602,Achler,Osmanabad,Maharashtra,17.804640,76.216200,14
413603,Chivari,Osmanabad,Maharashtra,18.010041,76.071064,10
413604,Ashta,Osmanabad,Maharashtra,17.863953,76.478571,14
413605,Aloor,Osmanabad,Maharashtra,17.835784,76.624013,8
413606,Aurad,Osmanabad,Maharashtra,17.831993,76.625202,22
413607,Badur,Latur,Maharashtra,18.128653,76.750328,13
413608,Bhatangli,Osmanabad,Maharashtra,18.185190,75.449660,11
413623,Deokurali,Osmanabad,Maharashtra,17.880860,75.942160,9
413624,Masla Khurd,Osmanabad,Maharashtra,18.010041,76.071064,3
413701,Adhalgaon,Ahmednagar,Maharashtra,18.530000,74.640000,9
413702,Arangaon Dumala,Ahmednagar,Maharashtra,18.710000,74.596583,12
413703,Babhurdi,Ahmednagar,Maharashtra,18.845000,74.635000,12
413704,Dhamori,Ahmednagar,Maharashtra,19.310000,74.750000,5
413705,Aradgaon,Ahmednagar,Maharashtra,19.399402,74.666222,12
413706,Chikalthan,Ahmednagar,Maharashtra,19.439869,74.497437,10
413707,Naur,Ahmednagar,Maharashtra,19.621029,74.837545,2
413708,Bhojade,Ahmednagar,Maharashtra,19.831139,74.569789,6
413709,Shrirampur,Ahmednagar,Maharashtra,19.551000,74.822806,2
413710,Chincholi Bk,Ahmednagar,Maharashtra,19.530221,74.564269,6
413711,Nimbhere,Ahmednagar,Maharashtra,19.522778,74.473778,3
413712,Lohgaon,Ahmednagar,Maharashtra,19.589263,74.503481,3
413713,Loni Kd,Ahmednagar,Maharashtra,19.486028,74.969917,1
413714,Dadh BK,Ahmednagar,Maharashtra,19.524659,74.386604,5
413715,Ambi,Ahmednagar,Maharashtra,19.559435,74.641873,6
413716,Musalwadi,Ahmednagar,Maharashtra,19.459626,74.667855,3
413717,Karegaon,Ahmednagar,Maharashtra,19.558806,74.707369,3
413718,Malewadi,Ahmednagar,Maharashtra,19.682816,74.654682,3
413719,Ekrukhe,Ahmednagar,Maharashtra,19.691139,74.550472,3
413720,Khandala Nandur,Ahmednagar,Maharashtra,19.586169,74.633238,3
413721,Bherdapur,Ahmednagar,Maharashtra,19.518905,74.718361,6
413722,Mulanagar,Ahmednagar,Maharashtra,19.349742,74.633262,2
413723,Chitali,Ahmednagar,Maharashtra,19.722442,74.622444,5
413725,Belpimpalgaon,Ahmednagar,Maharashtra,19.572612,74.805017,6
413726,Limpangaon,Ahmednagar,Maharashtra,18.430000,74.520000,5
413728,Bhangaon,Ahmednagar,Maharashtra,20.070000,74.510000,9
413736,Chinchpur BK,Ahmednagar,Maharashtra,19.577778,74.432045,5
413737,Mamdapur,Ahmednagar,Maharashtra,19.612866,74.540469,3
413738,Kharshinde,Ahmednagar,Maharashtra,19.482851,74.373523,6
413739,Bhamathan,Ahmednagar,Maharashtra,19.622903,74.761503,7
413801,Alegaon,Pune,Maharashtra,18.457878,74.578833,13
413802,Kurkumbh,Pune,Maharashtra,18.459437,74.524479,2
414001,Ahmednagar,Ahmednagar,Maharashtra,19.095833,74.737111,5
414002,Agadgaon,Ahmednagar,Maharashtra,19.070000,74.770000,15
414003,Savedi Road,Ahmednagar,Maharashtra,19.116222,74.735361,1
414005,Akolner,Ahmednagar,Maharashtra,19.080000,74.730000,12
414006,Baburdi Ghumat,Ahmednagar,Maharashtra,19.065000,74.825000,8
414101,Gundegaon,Ahmednagar,Maharashtra,18.860000,74.860000,4
414102,Akhegaon Titarfa,Ahmednagar,Maharashtra,19.065000,75.065000,18
414103,BHALWANI,Ahmednagar,Maharashtra,19.070000,74.550000,10
414105,Brahmni,Ahmednagar,Maharashtra,19.420000,74.760000,7
414106,Chichondi Shiral,Ahmednagar,Maharashtra,19.220000,75.140000,13
414110,MIRC,Ahmednagar,Maharashtra,19.150000,74.710000,1
414111,Dehere,Ahmednagar,Maharashtra,19.150000,74.710000,7
414113,Bhalgaon,Ahmednagar,Maharashtra,19.230000,75.410000,7
414201,Bhatodi,Ahmednagar,Maharashtra,19.050000,74.825000,6
414202,Ambhora,Beed,Maharashtra,18.955373,75.022958,21
414203,Ashta Harinarayan,Beed,Maharashtra,18.860895,75.201959,19
414204,Bensur,Beed,Maharashtra,18.840396,75.556782,15
414205,Belura,Beed,Maharashtra,19.001022,75.606260,11
414208,Belgaon,Beed,Maharashtra,18.835057,75.101994,7
414301,Apdhup,Ahmednagar,Maharashtra,18.895000,74.425000,8
414302,Babulwade,Ahmednagar,Maharashtra,18.810000,74.290000,15
414303,Gargundi,Ahmednagar,Maharashtra,19.050000,74.410000,5
